File_Name,Tempo,Label,Chroma_STFT_Mean,Chroma_STFT_Var,RMS_Mean,RMS_Var,Spectral_Centroid_Mean,Spectral_Centroid_Var,Spectral_Bandwidth_Mean,Spectral_Bandwidth_Var,Spectral_Rolloff_Mean,Spectral_Rolloff_Var,Zero_Crossing_Rate_Mean,Zero_Crossing_Rate_Var,Harmony_Mean,Harmony_Var,Perceptr_Mean,Perceptr_Var,MFCC1_Mean,MFCC1_Var,MFCC2_Mean,MFCC2_Var,MFCC3_Mean,MFCC3_Var,MFCC4_Mean,MFCC4_Var,MFCC5_Mean,MFCC5_Var,MFCC6_Mean,MFCC6_Var,MFCC7_Mean,MFCC7_Var,MFCC8_Mean,MFCC8_Var,MFCC9_Mean,MFCC9_Var,MFCC10_Mean,MFCC10_Var,MFCC11_Mean,MFCC11_Var,MFCC12_Mean,MFCC12_Var,MFCC13_Mean,MFCC13_Var,MFCC14_Mean,MFCC14_Var,MFCC15_Mean,MFCC15_Var,MFCC16_Mean,MFCC16_Var,MFCC17_Mean,MFCC17_Var,MFCC18_Mean,MFCC18_Var,MFCC19_Mean,MFCC19_Var,MFCC20_Mean,MFCC20_Var
country.00065,123.046875,country,0.28283173,0.09589754,0.110570244,0.00388225,894.1632061,161959.9947,1195.504133,100320.2014,1638.879933,856752.5351,0.03866825,0.000442601,-1.11E-06,0.013454072,-6.07E-06,0.001188436,-250.86925,5258.5977,163.11736,700.7457,-3.8817344,965.8755,30.154419,387.26807,5.6010766,437.02002,7.49288,146.9801,4.0314164,158.9828,-2.128132,128.64351,-5.473496,141.31325,-1.0658702,95.02651,-9.986025,103.90723,1.825143,81.92326,-8.749192,52.83729,-7.052516,84.69309,-4.2202644,61.414734,-8.836386,42.25802,-7.407489,51.512955,-3.2970226,53.99821,-5.139169,48.778477,-9.968661,42.234955
country.00066,112.3471467,country,0.3206412,0.08094074,0.13651323,0.00145699,1701.919072,109321.9669,1709.530314,60604.29688,3244.627377,601769.2485,0.098904332,0.000704267,1.39E-06,0.011555165,-1.41E-05,0.003823361,-102.455505,1929.1155,135.69048,366.67688,-46.890495,224.53456,32.750587,194.6449,-11.162725,132.96892,23.480873,177.24794,-9.780842,123.80275,16.90674,62.910816,-11.689441,85.50517,13.220639,72.61771,-7.1827054,99.32926,4.750383,74.63421,-8.194963,49.669266,2.5939305,44.64154,-2.9964993,38.877457,6.796112,61.91169,-2.0668578,50.99435,3.2852066,55.88152,0.27586228,43.114582,-4.2172027,39.091064
country.00067,64.59960938,country,0.32116997,0.08785205,0.05543573,0.001230806,857.6385823,285170.8591,1238.029736,170818.1329,1443.765464,1566617.209,0.035363949,0.000606002,-1.93E-06,0.002985712,-1.57E-05,0.000547239,-328.82053,7257.2,167.05556,950.4215,13.084193,1308.9841,28.80775,333.4166,11.268695,472.83377,14.433701,267.91083,11.710446,119.32647,7.7783318,119.11021,-11.7186775,127.29121,2.376457,201.80492,-8.347568,94.464195,-3.8414903,87.7591,-6.715939,73.921906,-5.7677026,63.889774,-8.2460375,72.15504,-4.5398088,43.379448,-1.0496143,64.151474,-4.5956554,66.03805,-2.86713,42.45392,-2.2309654,45.93393
country.00068,172.265625,country,0.34934035,0.08991096,0.08347784,0.001610482,1130.954293,193483.6822,1458.516755,160731.458,2216.837433,1321212.227,0.050235946,0.000521578,-3.20E-07,0.005236967,-1.35E-05,0.001460856,-229.47057,2328.5889,157.29836,879.79865,-16.75773,300.32184,31.890934,232.76556,-0.10336948,188.48253,16.663404,146.82823,1.3644867,111.59533,12.216907,74.88553,-3.8698242,134.79594,6.831712,105.88249,-4.2741084,70.25987,1.3335258,47.216545,-5.90188,43.558598,-4.0145373,41.106796,-5.2538457,48.11339,-4.551151,48.41035,-6.8019247,47.288254,-4.402167,43.152115,-4.172032,41.052444,-6.338169,44.829643
country.00069,112.3471467,country,0.35225,0.08623666,0.08719072,0.002203991,1327.683501,174691.5717,1632.813288,68489.3795,2755.767043,719770.6127,0.061073675,0.001011948,3.20E-07,0.00585598,-1.17E-05,0.002030834,-217.09566,2649.5981,136.18626,698.2866,-10.36036,228.8895,51.37657,249.40071,2.6014087,213.12381,15.120926,112.50696,-0.66713077,163.88345,12.283902,125.33005,-6.2308383,95.40196,7.7983317,91.07326,-5.4169974,98.24516,3.6144855,97.481705,-2.7972293,99.555756,-0.33839655,85.99598,-0.5509606,91.40929,0.36735636,103.5995,-2.2407913,51.05176,-2.492383,99.601654,4.185312,79.242325,0.3363037,80.84963
country.00070,112.3471467,country,0.36532846,0.08631515,0.14438203,0.002804223,1934.746539,250067.3012,1970.145374,98732.47126,4048.375417,1247953.739,0.094722786,0.001429492,3.64E-06,0.013378865,3.09E-06,0.004392023,-99.30023,2682.4214,117.56453,569.7385,-29.862644,242.27586,40.84935,234.15356,-15.244988,129.31358,27.983278,171.71461,-11.957686,122.57763,13.330234,73.316505,-11.372654,77.42157,10.531586,87.972305,-8.741358,71.41628,8.415969,72.11596,-6.837773,51.291595,0.43761745,72.905045,-5.30795,56.564663,1.6482562,64.33788,-7.353809,48.500877,0.5184755,45.047028,-1.4576787,36.19831,-5.915813,43.543655
country.00071,143.5546875,country,0.2926157,0.085586086,0.118415296,0.003926526,1261.472571,333825.8318,1396.474255,206472.7438,2422.218893,1561821.404,0.060517797,0.000890887,1.82E-06,0.012752887,1.76E-06,0.001564403,-185.83063,6409.9326,155.27849,1150.692,-25.014673,534.6975,20.561605,281.62436,-3.840731,570.7233,-0.58062255,177.12503,-4.5706744,139.97823,-5.903666,70.91582,-16.528866,115.15681,-0.4431445,154.47043,-16.29576,150.82414,-4.208365,136.72203,-16.804604,110.356026,-4.542982,79.18046,-8.359379,52.867905,-9.976461,83.60503,-7.7606554,46.40064,-8.344744,63.034397,-6.843709,57.484642,-10.19351,48.68495
country.00072,151.9990809,country,0.3449937,0.08409126,0.15668954,0.002377577,1711.282313,167481.2166,1873.545127,89206.69807,3556.434153,1055755.812,0.082269915,0.000595609,-7.52E-07,0.016685802,-4.22E-05,0.004124613,-96.21306,1784.1887,131.9257,446.4852,-26.34215,299.24316,35.9756,196.60515,-22.810299,179.08333,14.49671,147.19487,-11.8467455,166.26466,11.812926,124.34358,-21.224047,101.7757,11.553473,103.49534,-12.924739,56.237648,7.191204,94.37176,-13.943577,68.173874,2.9514246,65.476364,-5.0255914,51.923313,1.5374326,47.29089,-4.3905463,54.703434,2.550407,49.628143,-5.3632927,47.758602,-5.9747763,40.44315
country.00073,151.9990809,country,0.37487903,0.08210056,0.09585826,0.001452103,1549.004976,258610.4273,1823.811844,165847.1364,3289.65059,1599826.371,0.06973623,0.000866141,2.75E-06,0.006050778,-1.51E-05,0.001950875,-166.9795,2657.6458,132.4592,794.9916,-17.290655,482.6129,46.91947,190.70993,-3.6244433,202.45961,20.921944,163.6801,-8.819719,124.21718,8.521291,94.05897,-15.130767,95.33901,8.098218,84.933174,-16.942902,112.32368,6.6550097,98.52519,-10.937328,52.39375,1.091862,47.06323,-6.2893305,52.03568,-3.6328306,52.90984,-7.3762116,51.540276,-2.1715147,44.054203,-3.837422,51.79405,-9.666064,41.765232
country.00074,135.9991776,country,0.35502496,0.08673182,0.08233686,0.002955365,1534.025677,452952.0932,1697.071182,202466.9767,3117.751346,1950204.835,0.07112819,0.001825625,-1.21E-06,0.005800376,-1.84E-05,0.001681444,-207.21536,11788.529,130.93448,835.39,-18.50074,502.24063,33.30663,369.7192,-3.925002,446.25458,15.375707,126.07866,-6.399255,237.00435,2.936305,131.23766,-16.783957,154.93242,7.0897455,183.65366,-8.578888,127.526764,4.814069,72.21444,-12.240508,119.850266,-1.0123887,66.29021,-4.5459814,77.47819,-6.07023,64.27854,-5.531946,57.89759,-2.3655062,48.296894,-6.537549,65.6408,-5.90151,53.83638
country.00075,95.703125,country,0.37186286,0.08458916,0.1797411,0.002884151,2187.086711,152120.9737,2242.076727,43079.69131,4840.857245,621893.4848,0.113718551,0.001499197,1.60E-08,0.019275036,-1.68E-06,0.006480409,-60.884136,1582.0994,105.47566,299.03897,-16.891281,154.78555,40.70619,124.396,-15.026492,64.61608,36.024708,65.246445,-12.803594,68.615486,17.482777,57.360752,-16.734509,58.539562,11.757275,57.523087,-10.129632,54.95594,13.192775,48.150143,-12.202502,54.893253,2.3455741,47.28444,-12.190842,70.25772,6.4322743,51.69378,-1.7839459,56.862316,6.333855,42.31878,-1.3270972,71.29785,-2.8020139,63.474957
country.00076,143.5546875,country,0.29725873,0.08760377,0.12835285,0.002785722,1321.163088,405888.0841,1409.3118,241633.8016,2589.163668,1817065.987,0.06649877,0.001671703,2.28E-06,0.012485483,7.47E-07,0.002765077,-184.02577,6383.8677,159.84648,1946.3774,-23.118706,703.7317,43.00631,581.8468,-9.449421,398.13647,8.794507,212.38705,-1.6215798,182.46535,4.3255105,187.03325,-13.346609,136.24759,0.8088532,125.04371,-13.964398,104.22777,1.4381047,97.784485,-7.371566,82.89114,0.6026305,80.729774,-3.3798723,67.85607,-3.591863,60.920685,-9.066288,59.89952,-3.168437,65.43655,-4.0628905,41.850628,-7.051202,81.264984
country.00077,184.5703125,country,0.33736125,0.082755014,0.1314977,0.001642896,1512.99856,93537.47487,1558.113962,63092.69466,2922.345438,472945.0929,0.087821896,0.000525128,-7.79E-07,0.011994777,-2.03E-05,0.002624702,-118.187065,1632.4208,152.96684,463.22873,-46.510265,247.67754,31.115103,133.23595,-17.286692,153.92091,6.2655683,121.71679,-3.6716983,144.57199,13.043842,90.870514,-13.127054,82.372665,15.689168,79.81823,-13.074953,78.26375,5.703222,62.75708,-10.688224,52.51809,1.0149348,64.867195,-6.7004304,53.14404,2.5928032,50.46174,-9.80458,63.08401,0.1529619,58.384098,-3.4551744,45.7867,-7.4180427,46.817455
country.00078,66.25600962,country,0.37636063,0.09283268,0.04335498,0.001088808,1144.717919,327379.3867,1443.970038,163757.8205,2223.115869,1694290.077,0.049895697,0.001453735,1.24E-06,0.002087217,-1.31E-05,0.000346688,-302.39554,7651.542,150.12311,843.2922,-3.7014346,771.1517,26.948479,290.38992,-0.25399536,323.19196,13.509344,163.50468,7.237616,152.50179,4.2294593,113.500244,1.7686702,120.03125,6.568506,118.940765,-0.49920774,82.10236,7.897372,80.99844,1.3242469,65.621185,0.47663483,71.161255,0.09428959,61.807926,-3.2007334,48.513264,-1.8254657,47.11557,0.8787169,48.096928,0.5861514,63.10982,-3.1594546,54.990944
country.00079,80.74951172,country,0.31033093,0.0851271,0.11534119,0.00159426,963.4905602,284124.4433,1235.415857,259638.1146,1754.423137,1656584.523,0.045760601,0.000603443,1.30E-06,0.011163848,-1.50E-05,0.001200512,-229.03807,5086.082,180.35634,1433.8597,4.526343,724.2311,24.16138,302.973,1.0975038,450.01846,4.0044537,174.52364,-5.998278,199.33047,1.8956491,163.08556,-13.127577,114.44505,0.019369718,209.15509,-13.498177,110.06995,1.5882683,147.20059,-13.411388,93.93409,-5.6952996,73.67122,-7.594437,60.857376,-9.80387,76.24305,-3.776454,81.2605,-4.801566,64.34952,-4.711809,59.268246,-2.9500494,86.477135
country.00080,99.38401442,country,0.3876135,0.0842409,0.15327343,0.002148447,2049.045781,579035.0694,2187.822669,216564.9841,4434.182803,2862285.728,0.089361133,0.002113289,2.43E-06,0.012799455,-8.58E-07,0.005767131,-100.99431,2957.2422,111.63336,818.1508,-13.153435,460.0259,44.621357,177.02786,-5.950809,200.63385,29.347822,135.16563,-7.951811,211.32352,19.593695,110.15052,-22.441685,86.47594,17.26646,97.22319,-17.82022,72.58603,11.411718,44.426098,-12.460062,54.96735,1.6453503,48.703022,-8.522619,69.5498,2.7252831,50.84351,-7.2915792,59.97149,4.8808866,45.511288,-1.2040287,46.768066,-1.3010005,41.687744
country.00081,89.10290948,country,0.37844098,0.08418802,0.16788699,0.003283465,2102.328189,395977.5185,2152.765294,111847.2945,4418.120332,1766258.816,0.101047784,0.002332565,-6.05E-07,0.014218336,-3.02E-05,0.008281948,-74.12643,2211.7966,107.600105,574.88226,-21.179626,303.9942,47.214424,255.60455,-5.97745,224.81206,17.78768,117.519066,-20.407307,146.644,14.968517,83.80853,-15.963007,117.02446,15.740866,80.98471,-14.652679,89.62346,10.677684,62.52001,-10.131951,73.42541,4.446373,53.30507,-7.645865,48.91545,6.9328957,51.778797,-9.009787,49.108135,4.172193,50.236774,-3.7496397,51.3336,-3.590504,33.897724
country.00082,117.4538352,country,0.38603014,0.08427649,0.16658892,0.002362566,2253.352183,316131.1279,2261.535684,87554.36141,4799.422899,1307765.934,0.106063147,0.002183997,-3.20E-06,0.011414858,-4.96E-05,0.00934044,-68.546936,1460.0565,101.35421,491.2297,-16.902634,301.63953,51.516373,289.832,-10.247856,184.86594,20.066511,150.98332,-21.791742,120.06054,15.527232,95.96498,-18.79273,97.992615,16.348837,100.78589,-17.898853,95.18776,12.1166525,58.41616,-13.198233,63.0621,3.8880503,65.06367,-8.877085,42.98124,5.02782,42.155052,-9.822133,52.438847,6.537107,40.100796,-4.507073,45.59122,-1.8069752,29.562561
country.00083,143.5546875,country,0.3185363,0.08457409,0.13105828,0.001821259,1436.075049,299329.285,1729.670846,159922.3674,2924.277264,1654152.432,0.059544633,0.000820968,5.38E-06,0.012139627,-1.65E-05,0.00288277,-148.5025,3853.8005,141.27963,731.27783,-15.892202,484.30862,44.664406,279.2562,0.9990852,237.04591,13.659057,111.56059,-13.239484,143.96063,12.647837,88.333275,-11.701894,112.03446,12.156608,107.00942,-10.480562,105.557594,9.9120035,72.33378,-5.066421,64.41594,1.3474505,74.03129,-0.5580983,86.910126,2.8626792,68.4421,-8.0917425,66.16167,2.1117847,47.74825,-2.4860358,45.987434,-4.4346166,54.315834
country.00084,86.1328125,country,0.31983674,0.08480057,0.18069547,0.00343117,1964.84288,273212.8693,2036.382098,86666.84461,4059.142018,1096801.072,0.092992843,0.00152846,-5.88E-06,0.019880518,-7.57E-05,0.00717133,-80.20112,2345.1433,108.2086,516.41327,-23.832516,276.6608,52.631996,264.6787,-6.4114456,196.01686,15.065777,136.03786,-17.652096,132.83415,9.721559,102.92564,-16.17636,100.248795,8.915455,121.57523,-15.952365,91.455505,8.011226,79.20014,-10.704574,72.614555,4.5668592,82.65394,-4.9643097,57.053135,3.989123,65.144455,-9.808158,68.39261,2.6829665,53.48339,-8.187677,57.14522,-5.2357497,42.7891
country.00085,73.828125,country,0.3378934,0.08725283,0.13549542,0.00188533,1596.307516,278627.017,1853.316211,101805.7054,3291.44086,1181595.064,0.069267586,0.00125411,-5.88E-06,0.014321246,-9.51E-06,0.002668274,-145.99527,3175.3518,124.62667,629.65796,-17.91832,535.5958,49.24788,266.55923,-0.15566118,231.56247,22.77977,149.46317,-7.1806126,157.35721,16.739628,83.83237,-9.713184,179.92184,15.430893,97.81291,-7.62809,82.454025,10.920393,84.331406,-3.4498408,80.014275,5.424254,74.053825,-4.9346137,56.081528,5.1143184,66.6682,-8.047359,75.02221,2.6453922,53.84999,-1.8521844,54.70547,-3.4174137,77.73706
country.00086,117.4538352,country,0.37221968,0.08788757,0.1336391,0.001739994,1879.40052,280475.9394,2085.515302,116436.1448,4031.413648,1395763.499,0.078284739,0.000904626,-8.80E-07,0.008998441,-5.76E-05,0.004904347,-122.408005,3961.5796,111.479034,717.1489,-13.692518,397.47647,53.85155,277.3134,-2.6668983,222.77284,19.697926,194.55247,-14.1185255,169.67062,13.749604,125.19922,-14.021494,112.95716,14.629465,97.56949,-13.982924,83.44576,9.230216,80.39487,-10.549587,74.48747,3.0109913,81.05602,-8.307833,58.963776,5.0840073,65.42798,-9.6319,71.76642,4.327275,66.645935,-5.678128,76.87238,-1.657935,69.95077
country.00087,143.5546875,country,0.32850364,0.08630116,0.10862677,0.002738164,1591.292872,331933.9579,1806.873242,126050.5823,3162.882808,1559610.34,0.073959693,0.001352291,8.13E-07,0.009378953,-2.23E-05,0.002496442,-170.80777,5724.4116,124.75234,717.1453,-19.224127,584.884,39.20479,374.20084,-3.749623,251.33029,15.295649,154.97203,-12.963913,125.87432,8.524566,85.05444,-11.824914,128.9904,11.323731,146.8428,-13.77238,70.40516,3.108307,114.83305,-10.077926,77.30264,2.9007025,98.373146,-5.476939,53.83064,2.5371392,93.28603,-9.191259,96.043686,1.0860659,80.64491,-3.5707705,66.35027,-6.707165,68.70839
country.00088,103.359375,country,0.3537357,0.08377818,0.1526852,0.00271781,1622.736351,234048.9973,1963.356614,129809.0589,3526.990454,1474987.808,0.066050518,0.000693307,-1.87E-07,0.016254952,-3.81E-05,0.003968961,-121.93229,3045.7788,123.24042,477.128,-8.487367,516.587,51.60189,220.94052,-0.08187814,182.58777,20.415293,148.2301,-11.876684,127.89344,16.255732,88.41439,-11.528151,117.50517,11.828814,114.91628,-8.078534,88.645256,9.130592,55.9932,-8.649566,76.069374,5.547992,67.66566,-5.7142835,72.516914,3.9570346,74.53398,-5.4574313,75.096725,4.972629,46.626923,-3.0457745,68.11664,-3.3154168,49.76908
country.00089,143.5546875,country,0.32218173,0.09007964,0.104693964,0.002266842,1321.594969,511255.9294,1667.172895,218505.9753,2583.801185,2381662.644,0.052491934,0.001249367,-1.80E-06,0.009394553,-5.57E-05,0.00165824,-205.04756,5286.5576,141.00269,1019.9849,-8.973265,482.7885,36.97793,271.77966,6.4291587,250.25749,14.879154,156.45839,-4.315716,201.7365,12.230698,148.61432,-11.440385,148.2366,11.854239,121.48134,-7.8940215,101.22058,9.913315,117.87969,-2.349645,81.968704,4.493208,114.94665,-5.004017,94.46075,3.149991,91.91877,-4.527203,113.71602,2.6537564,85.18659,-3.1132057,75.84965,-10.711282,84.83816
country.00090,135.9991776,country,0.3713019,0.081247486,0.14745136,0.002380821,1927.414343,270776.2487,1972.141442,83082.90936,3883.479044,1039721.898,0.098996852,0.001745744,-2.22E-07,0.012152992,8.43E-06,0.005407208,-91.63267,1766.3102,115.850784,578.03204,-30.20836,220.27205,52.293118,220.33571,-5.0163894,239.22366,16.967228,100.565735,-15.659036,123.77105,13.549748,86.879166,-12.75727,96.84067,15.972384,91.22593,-11.964477,68.975746,11.070456,64.43843,-9.953345,61.383675,2.0991297,61.04024,-7.8199215,77.88872,5.044384,41.49845,-7.286926,62.89129,3.0511475,49.622147,-4.434996,47.073402,-2.2309794,41.055466
country.00091,117.4538352,country,0.35343498,0.08851533,0.08950489,0.001769073,1563.328275,374707.8134,1779.124742,142418.2831,3233.777507,1543844.972,0.064738239,0.001331418,-3.70E-06,0.006360245,-1.49E-05,0.001676013,-193.70384,5069.18,125.574196,731.87744,-20.938473,587.0502,46.350388,320.94894,-2.6909137,364.06708,12.839847,277.22382,-6.6056113,165.02335,10.741081,140.79662,-10.902266,118.00336,6.133662,131.87126,-9.4350605,142.6483,5.1700754,160.31499,-3.6576488,82.823135,0.33445546,108.569435,-8.012644,90.59459,0.39654216,102.63955,-6.5292635,97.72144,1.1794765,83.44554,0.7245643,68.235954,-5.2031183,68.49748
country.00092,161.4990234,country,0.3704802,0.080643065,0.1765343,0.000896962,2335.073289,180623.7255,2212.575875,58735.64047,4839.275146,622600.3798,0.121209306,0.00131756,-1.98E-06,0.015968844,-7.26E-05,0.006954921,-50.75182,738.6997,96.70516,238.25926,-24.317892,185.30556,66.08044,140.85765,-14.691866,73.871445,24.385984,59.834843,-21.024286,85.64286,12.46228,67.55114,-18.149168,72.08379,13.252157,55.504555,-12.808224,45.090927,9.793718,44.15703,-11.343371,39.8866,4.9252253,40.223022,-7.8534975,45.243343,5.7445984,37.597725,-10.296609,32.07161,3.7275383,28.046333,-3.235532,34.132305,0.38497388,30.333231
country.00093,86.1328125,country,0.25108805,0.090909556,0.092552,0.001750495,1537.649194,339244.0538,1716.109737,95779.44633,3055.325041,1178627.431,0.068127885,0.001885329,1.83E-06,0.008075714,-1.52E-05,0.001022147,-213.58212,4187.631,117.22309,626.64453,-21.87207,512.12134,45.651947,290.84842,-10.289831,299.53534,5.0556602,171.55035,-11.914363,202.61171,5.5757074,100.33674,-17.804674,164.67052,0.18622813,127.655815,-14.1721,120.09063,-1.1578784,107.89752,-10.305901,79.34725,-4.0697365,94.56759,-6.64204,72.197876,-5.4253893,94.19043,-9.719612,83.54151,-3.209922,71.19509,-4.4590545,59.267693,-9.160189,69.47699
country.00094,112.3471467,country,0.366814,0.08405169,0.20677914,0.003022907,1474.633908,343145.322,1745.516499,151985.3959,3107.717506,1533172.932,0.06299961,0.000971113,5.20E-06,0.029920127,-4.22E-05,0.006463407,-104.30147,2097.145,136.42401,882.2783,-20.968943,378.10016,52.842995,212.03601,2.0333517,197.17557,20.441078,169.1524,-11.608103,109.20607,17.662178,79.062256,-15.74055,77.316376,11.053031,99.62297,-11.325995,63.729916,3.6736581,80.47436,-6.494363,65.10453,0.04303009,69.2871,-2.0323775,60.192226,2.1956415,70.706535,-7.1167707,64.67665,1.8532388,54.348057,1.6719619,55.54172,-1.4894066,64.69917
country.00095,89.10290948,country,0.32886878,0.09119364,0.17533699,0.004942801,1557.683895,413810.0743,1762.184371,118439.3629,3220.920869,1387199.819,0.067366952,0.00344163,2.43E-06,0.024627822,-2.17E-05,0.004799627,-124.76745,2614.365,127.31472,729.6565,-23.385271,313.26447,47.384247,208.68924,0.5728504,232.58705,16.01681,211.52611,-9.985472,128.07364,16.203802,90.21912,-16.74141,179.02682,6.7925615,105.17515,-8.200077,106.78463,3.2057223,73.45554,-1.6037219,66.40673,-2.1470485,61.658466,-3.5311782,66.84069,2.2198868,50.907707,-1.4101483,54.72223,-1.6850333,56.46045,-1.0316805,49.356556,-2.6269832,43.414875
country.00096,117.4538352,country,0.32574505,0.08592218,0.21812946,0.003454585,1754.279131,325076.5736,1861.89171,118668.6742,3505.040909,1322657.359,0.097413053,0.002087603,-2.46E-06,0.034149773,-1.92E-05,0.006563697,-69.81324,2342.0825,124.21116,581.17017,-32.481983,330.85147,47.689655,167.08844,1.4027225,125.065186,22.611412,105.82869,-8.744138,151.12294,21.42699,82.1349,-15.670838,89.2233,15.738124,87.39831,-12.439984,66.1892,9.570571,76.43001,-9.043077,53.837883,2.8969755,66.039154,-3.181925,65.38427,5.8353286,50.261257,-5.609102,50.917343,4.1679683,52.89448,0.1141415,55.13747,-1.734588,52.565533
country.00097,112.3471467,country,0.34807774,0.08950306,0.15314192,0.00285046,1560.97044,581674.6029,1782.663018,167419.0808,3175.106606,1932571.517,0.067199282,0.002719341,1.05E-07,0.01932953,-9.34E-06,0.003099962,-148.32594,3765.2993,126.86316,991.0031,-19.567993,535.4072,52.85145,186.59898,8.588254,214.76361,17.879751,173.20021,-8.0787735,144.09311,17.778482,98.183174,-15.498923,85.44369,13.507554,114.0346,-10.954303,102.47709,9.461726,91.96255,-1.9177359,64.90304,1.8723387,88.31714,-2.665878,87.5661,3.386416,60.317062,-3.5110016,75.59719,2.115774,65.96754,2.1000001,58.774887,-0.101300985,62.809593
country.00098,117.4538352,country,0.27081817,0.08687594,0.17632218,0.003652665,1425.010296,268097.7948,1690.948858,119640.689,2980.125367,1196409.189,0.061722073,0.000959398,9.76E-06,0.02679584,-8.20E-07,0.003198273,-139.55894,2071.164,128.80774,590.5962,-20.222406,368.6854,49.419296,210.71611,-2.1611488,179.26213,16.970991,151.81982,-8.320387,104.08402,9.811275,90.56612,-20.12681,79.57977,2.4917712,137.01247,-11.236035,83.18607,3.7693121,67.82756,-6.397823,91.55529,-3.3421352,113.69346,-2.8964465,86.467445,1.9815006,70.23169,-4.1843605,78.628334,1.3862178,69.707,2.4368868,70.28821,-3.615435,63.632908
country.00099,143.5546875,country,0.38083848,0.08265145,0.2208107,0.00422811,2157.477061,338757.2819,2160.389367,87741.50508,4478.648118,1293534.162,0.108245873,0.002901327,-1.21E-05,0.027023738,5.51E-06,0.010634893,-42.141018,2047.0406,106.256935,573.6859,-24.205154,259.69653,44.669403,151.30276,-12.335083,126.034584,20.522795,100.67423,-16.045717,80.4989,18.485754,65.896095,-18.775581,82.016335,15.510426,69.36941,-15.453374,60.106262,8.948847,63.375008,-9.969912,48.46002,6.9285,57.276985,-8.801348,55.472218,4.5636826,50.214375,-9.04154,47.61372,1.0623459,48.448555,-6.443358,40.97653,-0.98648983,48.50197
disco.00000,117.4538352,disco,0.4454765,0.08783483,0.1421839,0.004136465,2297.869205,898837.8929,2565.714338,192600.4769,4888.775343,3887731.184,0.096525454,0.007025629,-0.000389423,0.010617234,-0.00116937,0.007381407,-111.0967,4400.76,94.02796,1431.8542,12.417175,564.5559,16.64275,201.08192,8.123975,156.15996,15.666401,144.60797,-1.4119718,113.05388,7.022716,81.891426,0.97305274,57.816654,-1.4942188,55.55267,-3.08572,77.79868,-5.098383,71.42096,-3.7134497,52.865826,0.22668454,58.253757,-2.1035185,52.696075,-1.8155713,39.54806,-5.322057,32.32889,1.2394631,41.781643,-5.596891,41.700623,-3.5927186,30.8645
disco.00001,117.4538352,disco,0.41068622,0.086703606,0.17722093,0.002625604,3292.625967,552485.3402,2768.043874,137858.4088,6522.402265,2067604.18,0.188552317,0.004372702,-0.000187736,0.013920179,-0.001239474,0.00986082,-28.996529,1144.0858,51.860023,524.5808,-7.5677757,378.8553,21.508854,181.3438,8.1424885,79.61176,18.112507,93.67699,6.885487,76.33326,6.562539,53.5598,0.70928806,47.79742,11.163654,60.651016,-1.8102521,41.853226,1.6388948,45.72136,-2.5885515,42.62883,-1.3734937,42.920933,-3.614005,44.113125,0.21583053,61.247005,-0.39118195,93.37268,2.636313,84.27086,-3.3629985,68.55818,-0.08929599,82.244934
disco.00002,92.28515625,disco,0.41207898,0.084436454,0.1613253,0.002180438,3592.101258,497829.3018,3398.440463,70133.64188,8074.801289,836160.4871,0.153338439,0.004513532,-5.37E-06,0.015177081,-5.84E-06,0.005026291,-53.13909,1359.982,57.17435,265.40292,21.162836,239.38133,11.30518,263.10635,18.122616,124.25495,1.6669308,95.62792,0.35104898,79.47313,2.3306582,50.706642,-5.102267,85.53713,2.7492874,52.99408,3.1521554,58.121265,-5.5143642,51.602505,-3.1580532,49.285843,-0.5187849,32.706406,-2.6432729,36.87475,-1.9865407,25.19957,-1.2333367,26.995441,-3.3626792,35.8303,-3.7351234,61.145832,-1.4498471,51.829906
disco.00003,129.1992188,disco,0.49503717,0.077002406,0.19636448,0.00207877,3045.769505,784632.9489,2720.353316,139449.9149,6206.322905,1968520.955,0.149560734,0.00472383,-0.000267588,0.020679126,-0.001190091,0.008357202,-44.42723,3157.841,52.30886,716.9519,3.2418208,649.3998,43.953217,190.82849,12.588358,126.95626,24.510374,141.73491,4.9180803,55.50975,15.308396,48.862316,2.044262,37.49572,10.394155,54.142925,-1.4653997,41.23534,8.832397,33.160347,0.4107049,36.438328,4.66618,36.440666,-1.8327873,33.839924,2.984866,35.34419,-2.0359886,32.21594,-3.3493857,43.756264,-4.1558495,47.2792,-0.3577126,53.524834
disco.00004,123.046875,disco,0.38210693,0.088898964,0.114596516,0.003200389,3328.485124,640715.1672,3111.695357,133835.6363,7195.803614,1935907.211,0.16901442,0.005119949,-1.13E-06,0.004900857,-6.30E-06,0.007989609,-83.52435,2143.5713,64.48861,405.68427,5.6472383,383.5051,2.7041247,191.01521,0.78757215,167.34035,6.166559,92.50505,1.8875427,75.559555,1.9781004,65.270424,-1.8109947,78.24597,1.8594124,69.2915,2.4581623,67.79152,-0.22353385,44.812412,2.9570415,45.840946,-3.3824437,42.343987,-0.867831,44.94171,0.04719252,43.11439,-1.5651662,56.4108,0.561841,48.36207,0.3002774,57.832367,-2.7824757,47.766586
